OrderNumber,OrderDate,ItemID,Seller,ItemName,ItemPrice,Currency,Quantity,OrderTotal,OrderNotes,TrackingNumber,Image,View Order Detail
03-12949-13828,"Apr 10, 2025",195422977066,refreshedelectronics,"Lot of 10 HGST HUS724030ALS640 3TB 7200RPM SAS 6Gb/s 64MB 3.5"" HDD 0B26924",150.0,USD,1,US $0.00,,,https://i.ebayimg.com/images/g/kHQAAOSw9YFi~8fC/s-l500.jpg,https://www.ebay.com/sch/sis.html?_nkw=Lot+of+10+HGST+HUS724030ALS640+3TB+7200RPM+SAS+6Gb%2Fs+64MB+3.5%22+HDD+0B26924&_id=195422977066&
24-12937-79286,"Apr 10, 2025",236037965866,,"Seagate Enterprise 8TB SAS 3.5"" Internal HDD (ST8000NM0075)",254.09,USD,6,US $254.09,,,https://i.ebayimg.com/images/g/AekAAeSw0IBn8B0H/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=236037965866&txnId=10071160274124&txnDate=2025-04-10T19:04:42Z
19-12926-80911,"Apr 09, 2025",226691885071,greenrecycle2023,"Lot of 6  HGST  8TB  SAS   3.5"" Hard Drive HUH721008AL5201",354.0,USD,1,US $354.00,,,https://i.ebayimg.com/images/g/lYgAAOSw6e5n9txF/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=226691885071&txnId=10071483585219&txnDate=2025-04-10T04:03:55Z
25-12917-28058,"Apr 09, 2025",276834544252,starmicroinc,Dell Nvidia GeForce RTX 3070 8GB GDDR6 PCIe Video Card 6N10C,278.0,USD,1,US $278.00,,,https://i.ebayimg.com/images/g/h68AAOSwppFnmWas/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=276834544252&txnId=10070963701525&txnDate=2025-04-09T16:40:34Z
23-12919-55057,"Apr 09, 2025",326382563280,proramit,Lot of 4 Intel Xeon E5-2670 v2 SR1A7 2.5GHz 10 Core LGA 2011 CPU Processor,16.0,USD,1,US $16.00,,,https://i.ebayimg.com/images/g/2QMAAOSwepdnawPg/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=326382563280&txnId=10071336061123&txnDate=2025-04-09T16:18:46Z
21-12921-15276,"Apr 09, 2025",316623100661,shwo7257,EVGA GeForce RTX 2070 8GB GDDR6 Graphics Card (08GP43173KR),194.84,USD,1,US $194.84,,,https://i.ebayimg.com/images/g/HfwAAeSwYe9n9cAt/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=316623100661&txnId=10076294915221&txnDate=2025-04-09T13:13:20Z
10-12933-70175,"Apr 08, 2025",286471666492,lampysellsit,Dell PowerEdge R620 (2x) E5-2650v2 2.0Ghz 16GB RAM 256GB HDD- NO OS,79.99,USD,1,US $0.00,,,https://i.ebayimg.com/images/g/aLYAAOSwfAxn9XrO/s-l500.jpg,https://www.ebay.com/sch/sis.html?_nkw=Dell+PowerEdge+R620+%282x%29+E5-2650v2+2.0Ghz+16GB+RAM+256GB+HDD-+NO+OS&_id=286471666492&
16-12926-35387,"Apr 08, 2025",396254814182,rakicomputers,*Lot Of 10* Intel SR1A7 Xeon E5-2670 v2 2.5GHz 10-Core 25MB LGA2011 Server CPU,39.95,USD,1,US $0.00,,,https://i.ebayimg.com/images/g/kwAAAeSwGxVnwOev/s-l500.jpg,https://www.ebay.com/sch/sis.html?_nkw=*Lot+Of+10*+Intel+SR1A7+Xeon+E5-2670+v2+2.5GHz+10-Core+25MB+LGA2011+Server+CPU&_id=396254814182&
25-12915-26607,"Apr 08, 2025",267214668396,compsuccess,GIGABYTE GeForce RTX 4060 WINDFORCE OC 8G Graphic Card Dual Fan  #335610,316.0,USD,1,US $316.00,,,https://i.ebayimg.com/images/g/oU8AAOSw9cNn9c9a/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=267214668396&txnId=10070952359325&txnDate=2025-04-09T03:28:14Z
11-12931-66273,"Apr 08, 2025",335861026311,we-shop-electronics,Lot of 5 Assorted 1TB M.2 2280 NVMe PCIe Gen3 Solid State Drives,219.99,USD,1,US $219.99,,,https://i.ebayimg.com/images/g/HjoAAOSw7Yxn08Mk/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=335861026311&txnId=10071571084711&txnDate=2025-04-08T22:32:56Z
15-12926-67437,"Apr 08, 2025",126040715848,wazno,[ BULK LOT of 10] NVMe 1TB SSD SAMSUNG HYNIX SANDISK TOSHIBA WD,439.99,USD,1,US $439.99,,,https://i.ebayimg.com/images/g/cEcAAOSw0qJllJyP/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=126040715848&txnId=10071492813215&txnDate=2025-04-08T22:20:02Z
04-12938-75056,"Apr 08, 2025",267202095503,btr101,Dell Poweredge R620 2x E5-2620 / H310 / 2x Trays / x2 PSU / SSDR 100GB SATA,110.0,USD,1,US $0.00,,,https://i.ebayimg.com/images/g/migAAOSw535mFxWa/s-l500.jpg,https://www.ebay.com/sch/sis.html?_nkw=Dell+Poweredge+R620+2x+E5-2620+%2F+H310+%2F+2x+Trays+%2F+x2+PSU+%2F+SSDR+100GB+SATA&_id=267202095503&
17-12919-98355,"Apr 07, 2025",297115718171,parts247365,Dell Precision 5820 Intel Xeon W-Series DDR4 Barebone Tower Desktop *NO CPU/RAM*,140.0,USD,1,US $140.00,,,https://i.ebayimg.com/images/g/2TsAAOSwGqFn1Pe9/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=297115718171&txnId=10071463577017&txnDate=2025-04-07T22:04:28Z
13-12924-79119,"Apr 07, 2025",187121945125,surplusspectra,Lot of 7 Intel Xeon E5-26600V3 SR1XR 2.60GHzCPU/Processors,35.25,USD,1,US $35.25,,,https://i.ebayimg.com/images/g/OOYAAOSwPbhn9A5X/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187121945125&txnId=10072766179813&txnDate=2025-04-07T20:21:37Z
12-12919-84166,"Apr 06, 2025",276738378748,minnesotatek,FENVI 600Mbps Mini USB WiFi Bluetooth Adapter Dual Band 2.4G 5Ghz Wireless Card,60.0,USD,10,US $60.00,,,https://i.ebayimg.com/images/g/DqMAAOSw5Wtnp~IX/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=276738378748&txnId=10071465041412&txnDate=2025-04-06T15:38:57Z
18-12910-28797,"Apr 05, 2025",165825069860,trustedtechparts,"Genuine Dell Latitude 7400 14"" Laptop CPU Cooling Fan w/ Heatsink HCYN0 0HCYN0",9.0,USD,1,US $9.00,,,https://i.ebayimg.com/images/g/cFsAAOSw2QljlDIX/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=165825069860&txnId=10074412450618&txnDate=2025-04-05T23:39:51Z
14-12915-17109,"Apr 05, 2025",126838265138,central-parts-store,Dell OEM Latitude 5410 Laptop Bottom Base Cover HUD56  0W819,20.36,USD,1,US $20.36,,,https://i.ebayimg.com/images/g/9rwAAOSwV-BnYu8g/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=126838265138&txnId=10071403990014&txnDate=2025-04-05T23:33:16Z
14-12915-17108,"Apr 05, 2025",374117311963,techy_parts,Supermicro SNK-P0037P 1U Passive Heatsink  LGA1366 Socket,13.9,USD,2,US $13.90,,,https://i.ebayimg.com/images/g/na4AAOSwAElmoYzG/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=374117311963&txnId=10071403989914&txnDate=2025-04-05T23:33:13Z
08-12918-76058,"Apr 04, 2025",226670659245,ewaveit,"Dell Inspiron 3880 i7-10700, 12GB RAM, 512GB SSD Win 11 Home",220.05,USD,1,US $220.05,,,https://i.ebayimg.com/images/g/c2cAAOSw74dn5yyY/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=226670659245&txnId=0&txnDate=2025-04-04T23:16:37Z
27-12894-57119,"Apr 04, 2025",404477891040,brunsbergspnn,Dell PowerVault 124T  - for parts,100.0,USD,1,US $100.00,,,https://i.ebayimg.com/images/g/G8wAAOSwAq1k-Mfs/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=404477891040&txnId=10075200009327&txnDate=2025-04-04T18:15:14Z
21-12900-67244,"Apr 04, 2025",135672295297,skarlets-epic-wares,HP NVIDIA GEFORCE RTX 3060 TI GRAPHICS CARD | 8GB GDDR6 ,222.58,USD,1,US $0.00,,,https://i.ebayimg.com/images/g/WJ0AAeSw-Oxn72xw/s-l500.jpg,https://www.ebay.com/sch/sis.html?_nkw=HP+NVIDIA+GEFORCE+RTX+3060+TI+GRAPHICS+CARD+%7C+8GB+GDDR6%C2%A0&_id=135672295297&
25-12896-02741,"Apr 04, 2025",127032830939,craftygreylion,ZOTAC GAMING GeForce RTX 4060 Ti Twin Edge 8GB GDDR6 Graphics Card,330.0,USD,1,US $330.00,,,https://i.ebayimg.com/images/g/1YkAAOSwKBln79J1/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=127032830939&txnId=10070841008825&txnDate=2025-04-04T13:45:06Z
04-12921-78228,"Apr 04, 2025",176975714297,shipcycle,ASUS Pheonix NVIDIA GeForce RTX 3060 12GB GDDR6 Video Card (PH-RTX3060-12G-V2),182.5,USD,1,US $182.50,,,https://i.ebayimg.com/images/g/jiEAAOSwEglmIcTx/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=176975714297&txnId=10071563008804&txnDate=2025-04-04T13:43:05Z
15-12908-19852,"Apr 04, 2025",356738336831,sgt.sup-39,asus tuf gtx 1660 super,93.24,USD,1,US $93.24,,,https://i.ebayimg.com/images/g/ejcAAeSwaFhn791q/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=356738336831&txnId=10071372589215&txnDate=2025-04-04T13:42:32Z
22-12899-64193,"Apr 04, 2025",335895542759,missouri-liquidation,MSI Ventus 2 Nvida Geforce RTX 3060 12GB GDDR6 Graphics Card With User Manual,229.99,USD,1,US $129.99,,,https://i.ebayimg.com/images/g/RekAAOSwpO5n65Ib/s-l500.jpg,https://www.ebay.com/sch/sis.html?_nkw=MSI+Ventus+2+Nvida+Geforce+RTX+3060+12GB+GDDR6+Graphics+Card+With+User+Manual&_id=335895542759&
26-12893-05096,"Apr 03, 2025",388194235570,mystoreb55,Dell Latitude 7420 Intel Core i5-1145G7 2.6GHz 8GB RAM (NO HDD/OS) #2513,150.0,USD,1,US $150.00,,,https://i.ebayimg.com/images/g/ezQAAOSwVftn7rVL/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=388194235570&txnId=10070832801426&txnDate=2025-04-04T02:00:04Z
07-12914-40672,"Apr 03, 2025",187075582493,surplusspectra,"Lot of 10 Mixed Brand Model 900GB 2.5"" SAS HDD Drives",31.56,USD,1,US $31.56,,,https://i.ebayimg.com/images/g/~VkAAOSwKzVn4aKw/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187075582493&txnId=10076070769307&txnDate=2025-04-03T14:45:20Z
08-12911-40268,"Apr 02, 2025",388190790126,gearforgeekz,(7.5TB total) Lot of 9 - (x1 2TB)  (x3 1TB) (x5 512GB) NVMe SSDs,240.0,USD,1,US $240.00,,,https://i.ebayimg.com/images/g/lkkAAOSwtupn7gwf/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=388190790126&txnId=10071018285808&txnDate=2025-04-03T04:34:45Z
25-12890-66120,"Apr 02, 2025",387507192069,theserverstore-tss,"Dell R640 8x 2.5"" SFF Server iDRAC - Wholesale Custom Build Your Server!",259.99,USD,1,US $259.99,,,https://i.ebayimg.com/images/g/cBUAAOSwhdlnEqUZ/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=387507192069&txnId=10070810768425&txnDate=2025-04-03T04:15:00Z
16-12897-25488,"Apr 01, 2025",116478151007,techrenew,"Lot of 10 HP SM863a 480GB SSD | 2.5"" 6Gbps SATA | PN: 866614-002 | MZ-7KM480N",209.99,USD,1,US $209.99,,,https://i.ebayimg.com/images/g/B~8AAOSwwYdnrgaS/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=116478151007&txnId=10071310809416&txnDate=2025-04-02T02:36:24Z
24-12896-65233,"Mar 31, 2025",187065950254,surplusspectra,Ubiquiti Networks UniFi Managed PoE+ 16-Port Gigabit Switch (US-16-150W),120.0,USD,1,US $120.00,,,https://i.ebayimg.com/images/g/tQQAAOSwafdn3Xuv/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187065950254&txnId=10070924762924&txnDate=2025-03-31T20:35:44Z
08-12893-64879,"Mar 29, 2025",236027553113,jessandrew7,"HP NVIDIA GeForce GTX 1660 Super, 6GB GDDR6 GPU, 1x HDMI, 1x DisplayPort, 1x DVI",92.1,USD,1,US $92.10,,,https://i.ebayimg.com/images/g/Db4AAeSwzwVn6FbW/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=236027553113&txnId=10070915193408&txnDate=2025-03-30T03:13:59Z
24-12888-81055,"Mar 29, 2025",156839458925,jdoglouisville,ASUS GeForce RTX 3050 8GB GDDR6 Graphics Card - Untested,122.2,USD,1,US $122.20,,,https://i.ebayimg.com/images/g/SrsAAeSwERtn6GyI/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=156839458925&txnId=10070878332924&txnDate=2025-03-30T03:07:55Z
09-12892-44728,"Mar 29, 2025",335887156034,sawjd79,MSI NVIDIA GeForce RTX 3060 VENTUS 2X OC 12 GB Graphics Card,234.88,USD,1,US $234.88,,,https://i.ebayimg.com/images/g/jXoAAOSwsyNn6KQW/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=335887156034&txnId=10070846826909&txnDate=2025-03-30T02:48:09Z
20-12877-02602,"Mar 29, 2025",374533257234,minnesotacomputers,Genuine Intel Xeon W-2133 3.6Ghz Six Core LGA2066 8.25MB CPU P/N: SR3LL Tested,15.0,USD,1,US $15.00,,,https://i.ebayimg.com/images/g/ja0AAOSwnnBj-UUk/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=374533257234&txnId=10070850601420&txnDate=2025-03-29T16:08:54Z
26-12869-08392,"Mar 29, 2025",405705273789,truef_69,ZOTAC GAMING GeForce RTX 2070 SUPER Twin Fan GDDR6 Graphics Card - 8GB,180.0,USD,1,US $180.00,,,https://i.ebayimg.com/images/g/t5sAAeSwkBZn51kd/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=405705273789&txnId=10070694004726&txnDate=2025-03-29T13:59:16Z
07-12891-92045,"Mar 29, 2025",116539144663,hopcom,ZOTAC GAMING GeForce RTX 3070 8GB 256BIT GDDR6 BLOWER ZT-A30700A-10B,262.94,USD,1,US $262.94,,,https://i.ebayimg.com/images/g/8oMAAeSwsB9n2qkL/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=116539144663&txnId=10075940564807&txnDate=2025-03-29T07:51:07Z
01-12899-34067,"Mar 28, 2025",187075445826,surplusspectra,"Lot of 11 Mixed Brand Model 200GB 2.5"" SAS SSD Laptop Drives",85.79,USD,1,US $85.79,,,https://i.ebayimg.com/images/g/4xYAAOSw38dn4ZJO/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187075445826&txnId=10070920792601&txnDate=2025-03-29T05:24:42Z
15-12879-06375,"Mar 28, 2025",286442690800,27lmbk,MSI NVIDIA GeForce RTX 2070 Super Ventus OC 8GB GDDR6 Graphics Card,187.37,USD,1,US $187.37,,,https://i.ebayimg.com/images/g/TCsAAOSwLKVn5dUM/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=286442690800&txnId=10071184026215&txnDate=2025-03-28T14:43:08Z
27-12864-05788,"Mar 28, 2025",187078518978,surplusspectra,Dell Vostro 5090 Tower i5-9400 2.9GHz 256 GB SSD WIN11 Desktop PC,101.99,USD,1,US $101.99,,,https://i.ebayimg.com/images/g/8HkAAOSw9Xxn4vxo/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187078518978&txnId=10075024185727&txnDate=2025-03-28T12:36:32Z
19-12872-66940,"Mar 27, 2025",267200459474,bigwill1229,ASUS PRIME Q370M-C HDMI M.2 SLOTS DDR4 INTEL LGA1151 mATX MOTHERBOARD+I/O SHIELD,49.31,USD,1,US $49.31,,,https://i.ebayimg.com/images/g/SmUAAeSw4uNn412l/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=267200459474&txnId=10071133991019&txnDate=2025-03-28T02:51:45Z
10-12881-65561,"Mar 27, 2025",252498231016,vantecstore,Vantec SSD/HDD Aluminum Caddy for 12.7mm ODD Laptop Drive Bay,15.99,USD,1,US $15.99,,,https://i.ebayimg.com/images/g/Xn0AAOSwdzVXrkYm/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=252498231016&txnId=10071188114810&txnDate=2025-03-27T16:56:32Z
02-12889-84438,"Mar 26, 2025",116504472586,aztechgroup,DELL R630 Servers 2x E5-2680v4 2.4GHz 28C 32GB H730 2x1.2TB SAS 4xRJ45 LOT OF 2,464.99,USD,1,US $464.99,,,https://i.ebayimg.com/images/g/2-UAAOSwIdlngZ9U/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=116504472586&txnId=10071073311202&txnDate=2025-03-27T03:44:58Z
01-12891-16842,"Mar 26, 2025",176899151840,it-gear,"Dell PowerEdge R430 4bay LFF, 2 sink, board CN7X8, Idrac EXPRESS, CABLED 4 BAY",80.0,USD,1,US $80.00,,,https://i.ebayimg.com/images/g/L4wAAOSwoxRnbXj8/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=176899151840&txnId=10070873907801&txnDate=2025-03-27T03:11:52Z
21-12865-95733,"Mar 26, 2025",135641593608,3r_technology_solutions,Dell Poweredge R430 intel Xeon E5-2620 x 2 64GB RAM No HDDs,169.24,USD,1,US $169.24,,,https://i.ebayimg.com/images/g/H~MAAOSwqKRn3cCs/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=135641593608&txnId=10075976818721&txnDate=2025-03-27T03:06:02Z
13-12874-96129,"Mar 26, 2025",187075515232,surplusspectra,"Lot of 10 Mixed Brand Model 1.2TB 2.5"" SAS HDD Drives",45.09,USD,1,US $45.09,,,https://i.ebayimg.com/images/g/LdoAAOSwiXJn4Zhu/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187075515232&txnId=10072443081413&txnDate=2025-03-26T19:55:24Z
13-12874-80256,"Mar 26, 2025",165165715902,rhinotechnology,New Dell R150M PowerEdge T410 Fan,14.9,USD,1,US $14.90,,,https://i.ebayimg.com/images/g/eaEAAOSwmphhgvG4/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=165165715902&txnId=2493520749006&txnDate=2025-03-26T19:14:49Z
08-12880-49984,"Mar 26, 2025",387593556536,wesellitall92223,Dell PowerVault 124T Magazine left Side tested,96.95,USD,1,US $96.95,,,https://i.ebayimg.com/images/g/W2cAAOSwzoJnLktf/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=387593556536&txnId=10070839538408&txnDate=2025-03-26T19:06:59Z
08-12880-49983,"Mar 26, 2025",176719182213,clamebake99,FujiFilm LTO-5 Ultrium Storage Backup Tape w/Barcode FREE SHIPPING ⭐LOT OF 5⭐,57.77,USD,1,US $57.77,,,https://i.ebayimg.com/images/g/8IsAAOSwcnhnUJfw/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=176719182213&txnId=10070839538308&txnDate=2025-03-26T19:06:57Z
23-12862-14410,"Mar 26, 2025",205149887781,titoelectronics,Intel Xeon W-2133 3.6GHz Six-Core CPU Processor SR3LL LGA2066,18.99,USD,1,US $18.99,,,https://i.ebayimg.com/images/g/WvMAAOSwo5NnU46V/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=205149887781&txnId=10071005377323&txnDate=2025-03-26T19:00:58Z
25-12858-96933,"Mar 26, 2025",126747644199,reservertech,K43RY DELL 0K43RY SFF-8643 POWEREDGE SERVER R630 8-BAY BACKPLANE SAS RAID CABLE,16.89,USD,1,US $16.89,,,https://i.ebayimg.com/images/g/mj4AAOSwmApnIBYC/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=126747644199&txnId=10070627739625&txnDate=2025-03-26T15:37:31Z
25-12857-23659,"Mar 25, 2025",226654481094,cogreentech,"Dell PowerEdge R640/Quantum x2 Silver 4110, x8 Bay, x2 750W PSU, 64GB RAM NO HDD",250.31,USD,1,US $250.31,,,https://i.ebayimg.com/images/g/JOgAAOSwGadn2vD0/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=226654481094&txnId=10070618050725&txnDate=2025-03-26T03:29:43Z
13-12854-17247,"Mar 21, 2025",114575997533,central-parts-store,Dell OEM Latitude 7400 2-in-1 CPU Cooling Fan 9D1T8 09D1T8 BO2 ,6.2,USD,1,US $6.20,,,https://i.ebayimg.com/images/g/oasAAOSwoQZf1-iW/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=114575997533&txnId=10072307634013&txnDate=2025-03-21T21:12:25Z
24-12854-49299,"Mar 21, 2025",127007148386,barjackarmory,LOT OF 6! Intel Xeon E5-2690 v4 2.6GHz 35MB 14-Core 135W LGA2011-3 SR2N2,49.0,USD,1,US $49.00,,,https://i.ebayimg.com/images/g/NucAAOSwMVdnkUZR/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=127007148386&txnId=10070680385424&txnDate=2025-03-21T18:30:23Z
22-12841-95503,"Mar 21, 2025",186792213550,dkstoreit2,INTEL XEON E5-2680V4 2.40GHz CPU PROCESSOR SR2N7,83.31,USD,1,US $83.31,,,https://i.ebayimg.com/images/g/aEIAAOSwSsJnO9Kq/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=186792213550&txnId=10070927989022&txnDate=2025-03-21T17:02:25Z
07-12859-22940,"Mar 21, 2025",404957908330,adfcom25,"Intel Xeon E5-2680 V4 Processor (2.4 GHz, 14 Cores, LGA 2011-3) - SR2N7",76.93,USD,3,US $0.00,,,https://i.ebayimg.com/images/g/lY4AAOSwGPhmNlKu/s-l500.jpg,https://www.ebay.com/sch/sis.html?_nkw=Intel+Xeon+E5-2680+V4+Processor+%282.4+GHz%2C+14+Cores%2C+LGA+2011-3%29+-+SR2N7&_id=404957908330&
05-12861-34829,"Mar 20, 2025",127005325637,barjackarmory,Custom RGB Win11 Gaming PC! •i7-8700 •GTX1080 •32GB DDR4 •1TB NVMe SSD •Wifi,459.0,USD,1,US $199.00,,,https://i.ebayimg.com/images/g/1O8AAOSw3ktn3G8w/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=127005325637&txnId=10070868451305&txnDate=2025-03-21T04:46:02Z
14-12849-78582,"Mar 20, 2025",315884669504,keystonememory,LOT OF 4 - Intel Xeon E5-2650 V4 SR2N3 2.20GHz CPU *km,24.0,USD,2,US $24.00,,,https://i.ebayimg.com/images/g/b4YAAOSwweFnGoTw/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=315884669504&txnId=10070981346314&txnDate=2025-03-21T04:06:55Z
14-12849-78381,"Mar 20, 2025",116461060085,infracycleexchange,"(Lot of 20) Intel Xeon E5-2680 SR0KH 2.70GHZ for R720, R620, R820, T620,",64.99,USD,1,US $64.99,,,https://i.ebayimg.com/images/g/dk4AAOSwpm9nmmIB/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=116461060085&txnId=10070981335914&txnDate=2025-03-21T04:06:33Z
03-12862-89541,"Mar 20, 2025",126040715848,wazno,[ BULK LOT of 10] NVMe 1TB SSD SAMSUNG HYNIX SANDISK TOSHIBA WD,449.99,USD,1,US $449.99,,,https://i.ebayimg.com/images/g/cEcAAOSw0qJllJyP/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=126040715848&txnId=10071524968003&txnDate=2025-03-21T01:45:31Z
09-12851-69725,"Mar 19, 2025",235998992470,writenow01,Sandisk Ultra Flair 16GB 32GB 64GB 128GB 256GB 512GB USB 3.0 Flash Drive lot,19.19,USD,1,US $0.00,,,https://i.ebayimg.com/images/g/~twAAeSwXchnz8V8/s-l500.jpg,https://www.ebay.com/sch/sis.html?_nkw=Sandisk+Ultra+Flair+16GB+32GB+64GB+128GB+256GB+512GB+USB+3.0+Flash+Drive+lot&_id=235998992470&
13-12846-51823,"Mar 19, 2025",392256446393,laptoppartspro,New OEM DELL POWEREDGE SERVER R630 FAN VGMHR WWW1K VV0W8 Lot Of 7 ,22.77,USD,1,US $22.77,,,https://i.ebayimg.com/images/g/IKkAAOSw3g5chIG4/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=392256446393&txnId=10072258940013&txnDate=2025-03-19T22:55:36Z
21-12835-80779,"Mar 19, 2025",176719182213,clamebake99,FujiFilm LTO-5 Ultrium Storage Backup Tape w/Barcode FREE SHIPPING ⭐LOT OF 5⭐,57.77,USD,1,US $57.77,,,https://i.ebayimg.com/images/g/8IsAAOSwcnhnUJfw/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=176719182213&txnId=10075803330621&txnDate=2025-03-19T20:43:57Z
09-12850-43809,"Mar 19, 2025",374713043786,minnesotacomputers,Intel Xeon E5-2699V3 2.30Ghz 18-Core 45MB LGA 2011-3 CPU P/N: SR1XD Tested,53.98,USD,2,US $53.98,,,https://i.ebayimg.com/images/g/sBwAAOSww2Nka7dS/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=374713043786&txnId=10070604716909&txnDate=2025-03-19T19:56:00Z
19-12833-53085,"Mar 18, 2025",252498231016,vantecstore,Vantec SSD/HDD Aluminum Caddy for 12.7mm ODD Laptop Drive Bay,15.99,USD,1,US $15.99,,,https://i.ebayimg.com/images/g/Xn0AAOSwdzVXrkYm/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=252498231016&txnId=10070882586819&txnDate=2025-03-18T17:19:36Z
25-12822-99258,"Mar 17, 2025",226651290483,v4619tour,PNY GeForce RTX 3060 XLR8 Single Fan 12GB GDDR6 Graphics,245.0,USD,1,US $245.00,,,https://i.ebayimg.com/images/g/pcwAAOSwZmVn2GiS/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=226651290483&txnId=10070421241725&txnDate=2025-03-17T21:44:48Z
16-12826-02147,"Mar 15, 2025",235693863740,garlandcomputer,Lot of 50 _ Dell F238F X968D 58CWC 3.5 Hard Drive Caddy R720 R710 R510 R420 R410,179.99,USD,1,US $179.99,,,https://i.ebayimg.com/images/g/ZWQAAOSwie1mlpQa/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=235693863740&txnId=10070847870516&txnDate=2025-03-16T04:49:51Z
19-12814-17232,"Mar 13, 2025",187040992462,surplusspectra,Lot of 5 Mix 10TB 3.5'' SATA HDD Hard Drives,242.71,USD,1,US $242.71,,,https://i.ebayimg.com/images/g/2GQAAOSwudBn0xYT/s-l500.jpg,https://www.ebay.com/sl/list?mode=SellLikeItem&itemId=187040992462&txnId=10070755780619&txnDate=2025-03-14T00:38:57Z
